,M1,M2,TOTAL
2020-06-01 00:00:00,-7.23,0.0,-7.23
2020-06-01 00:30:00,0.0,0.0,0.0
2020-06-01 01:00:00,-7.02,0.0,-7.02
2020-06-01 01:30:00,-5.09,-0.0,-5.09
2020-06-01 02:00:00,-6.26,0.0,-6.26
2020-06-01 02:30:00,0.0,-0.0,0.0
2020-06-01 03:00:00,19.05999999999999,0.0,19.05999999999999
2020-06-01 03:30:00,-18.899999999999995,-0.0,-18.899999999999995
2020-06-01 04:00:00,29.369999999999987,0.0,29.369999999999987
2020-06-01 04:30:00,-23.649999999999988,-0.0,-23.649999999999988
2020-06-01 05:00:00,30.9,0.0,30.9
2020-06-01 05:30:00,-28.16,-0.0,-28.16
2020-06-01 06:00:00,0.0,0.0,0.0
2020-06-01 06:30:00,0.0,-0.0,0.0
2020-06-01 07:00:00,0.0,36.42,36.42
2020-06-01 07:30:00,0.0,36.42,36.42
2020-06-01 08:00:00,-0.0,37.55,37.55
2020-06-01 08:30:00,-0.0,37.55,37.55
2020-06-01 09:00:00,-0.0,0.0,0.0
2020-06-01 09:30:00,-0.0,0.0,0.0
2020-06-01 10:00:00,0.0,-25.605,-25.605
2020-06-01 10:30:00,-0.0,-25.605,-25.605
2020-06-01 11:00:00,31.26,0.0,31.26
2020-06-01 11:30:00,31.2,-0.0,31.2
2020-06-01 12:00:00,-0.0,0.0,0.0
2020-06-01 12:30:00,-0.0,0.0,0.0
2020-06-01 13:00:00,-0.0,-21.79,-21.79
2020-06-01 13:30:00,-0.0,-21.79,-21.79
2020-06-01 14:00:00,-17.34,0.0,-17.34
2020-06-01 14:30:00,-22.63,0.0,-22.63
2020-06-01 15:00:00,0.0,34.765,34.765
2020-06-01 15:30:00,0.0,34.765,34.765
2020-06-01 16:00:00,-32.49,0.0,-32.49
2020-06-01 16:30:00,-34.16999999999999,-0.0,-34.16999999999999
2020-06-01 17:00:00,0.0,46.775,46.775
2020-06-01 17:30:00,0.0,46.775,46.775
2020-06-01 18:00:00,0.0,47.775,47.775
2020-06-01 18:30:00,0.0,47.775,47.775
2020-06-01 19:00:00,-37.49,0.0,-37.49
2020-06-01 19:30:00,-35.86,-0.0,-35.86
2020-06-01 20:00:00,0.0,45.815,45.815
2020-06-01 20:30:00,0.0,45.815,45.815
2020-06-01 21:00:00,-32.76,0.0,-32.76
2020-06-01 21:30:00,-36.09,-0.0,-36.09
2020-06-01 22:00:00,0.0,39.15,39.15
2020-06-01 22:30:00,0.0,39.15,39.15
2020-06-01 23:00:00,-33.82,0.0,-33.82
2020-06-01 23:30:00,33.980000000000004,-0.0,33.980000000000004
2020-06-02 00:00:00,-29.81,0.0,-29.81
2020-06-02 00:30:00,-30.4,-0.0,-30.4
2020-06-02 01:00:00,0.0,34.035,34.035
2020-06-02 01:30:00,0.0,34.035,34.035
2020-06-02 02:00:00,-28.59,0.0,-28.59
2020-06-02 02:30:00,-26.72,-0.0,-26.72
2020-06-02 03:00:00,-28.59,0.0,-28.59
2020-06-02 03:30:00,-27.65,-0.0,-27.65
2020-06-02 04:00:00,0.0,38.195,38.195
2020-06-02 04:30:00,-0.0,38.195,38.195
2020-06-02 05:00:00,-0.0,37.755,37.755
2020-06-02 05:30:00,-0.0,37.755,37.755
2020-06-02 06:00:00,-29.77,0.0,-29.77
2020-06-02 06:30:00,34.27,-0.0,34.27
2020-06-02 07:00:00,-29.72,0.0,-29.72
2020-06-02 07:30:00,-23.74,-0.0,-23.74
2020-06-02 08:00:00,0.0,30.63,30.63
2020-06-02 08:30:00,0.0,30.63,30.63
2020-06-02 09:00:00,-0.0,-10.9275,-10.9275
2020-06-02 09:30:00,-0.0,-10.9275,-10.9275
2020-06-02 10:00:00,22.62,0.0,22.62
2020-06-02 10:30:00,-18.75,-0.0,-18.75
2020-06-02 11:00:00,-0.0,-18.29,-18.29
2020-06-02 11:30:00,0.0,-18.29,-18.29
2020-06-02 12:00:00,-0.0,-9.722500000000002,-9.722500000000002
2020-06-02 12:30:00,-0.0,-9.722500000000002,-9.722500000000002
2020-06-02 13:00:00,22.15,0.0,22.15
2020-06-02 13:30:00,22.28,0.0,22.28
2020-06-02 14:00:00,0.0,-20.2,-20.2
2020-06-02 14:30:00,-0.0,-20.2,-20.2
2020-06-02 15:00:00,0.0,17.824999999999967,17.824999999999967
2020-06-02 15:30:00,0.0,17.824999999999967,17.824999999999967
2020-06-02 16:00:00,-34.33999999999993,0.0,-34.33999999999993
2020-06-02 16:30:00,0.0,-0.0,0.0
2020-06-02 17:00:00,0.0,45.945,45.945
2020-06-02 17:30:00,0.0,45.945,45.945
2020-06-02 18:00:00,-0.0,45.595,45.595
2020-06-02 18:30:00,0.0,45.595,45.595
2020-06-02 19:00:00,-37.22,0.0,-37.22
2020-06-02 19:30:00,-34.37,-0.0,-34.37
2020-06-02 20:00:00,0.0,42.695,42.695
2020-06-02 20:30:00,0.0,42.695,42.695
2020-06-02 21:00:00,-28.86,0.0,-28.86
2020-06-02 21:30:00,-32.34,-0.0,-32.34
2020-06-02 22:00:00,-25.97,0.0,-25.97
2020-06-02 22:30:00,32.93,-0.0,32.93
2020-06-02 23:00:00,0.0,32.95,32.95
2020-06-02 23:30:00,0.0,32.95,32.95
2020-06-03 00:00:00,0.0,0.0,0.0
2020-06-03 00:30:00,-21.9,-0.0,-21.9
2020-06-03 01:00:00,-0.0,11.425,11.425
2020-06-03 01:30:00,0.0,11.425,11.425
2020-06-03 02:00:00,-12.76,0.0,-12.76
2020-06-03 02:30:00,-13.3,0.0,-13.3
2020-06-03 03:00:00,0.0,21.065,21.065
2020-06-03 03:30:00,-0.0,21.065,21.065
2020-06-03 04:00:00,-17.0,0.0,-17.0
2020-06-03 04:30:00,-16.35,0.0,-16.35
2020-06-03 05:00:00,-18.16,0.0,-18.16
2020-06-03 05:30:00,-15.29,-0.0,-15.29
2020-06-03 06:00:00,0.0,28.605,28.605
2020-06-03 06:30:00,-0.0,28.605,28.605
2020-06-03 07:00:00,-0.0,29.08,29.08
2020-06-03 07:30:00,-0.0,29.08,29.08
2020-06-03 08:00:00,0.0,0.0,0.0
2020-06-03 08:30:00,0.0,-0.0,0.0
2020-06-03 09:00:00,-19.51,0.0,-19.51
2020-06-03 09:30:00,22.56,0.0,22.56
2020-06-03 10:00:00,0.0,-17.425,-17.425
2020-06-03 10:30:00,-0.0,-17.425,-17.425
2020-06-03 11:00:00,21.23,0.0,21.23
2020-06-03 11:30:00,21.55,0.0,21.55
2020-06-03 12:00:00,-0.0,-17.5,-17.5
2020-06-03 12:30:00,-0.0,-17.5,-17.5
2020-06-03 13:00:00,-0.0,-17.89,-17.89
2020-06-03 13:30:00,-0.0,-17.89,-17.89
2020-06-03 14:00:00,-0.0,0.0,0.0
2020-06-03 14:30:00,-0.0,0.0,0.0
2020-06-03 15:00:00,0.0,35.085,35.085
2020-06-03 15:30:00,0.0,35.085,35.085
2020-06-03 16:00:00,0.0,38.17,38.17
2020-06-03 16:30:00,0.0,38.17,38.17
2020-06-03 17:00:00,-27.8,0.0,-27.8
2020-06-03 17:30:00,-26.61,-0.0,-26.61
2020-06-03 18:00:00,0.0,36.285,36.285
2020-06-03 18:30:00,0.0,36.285,36.285
2020-06-03 19:00:00,-22.74,0.0,-22.74
2020-06-03 19:30:00,-23.1,-0.0,-23.1
2020-06-03 20:00:00,0.0,29.335,29.335
2020-06-03 20:30:00,0.0,29.335,29.335
2020-06-03 21:00:00,-22.48,0.0,-22.48
2020-06-03 21:30:00,-23.74,-0.0,-23.74
2020-06-03 22:00:00,-0.0,28.33,28.33
2020-06-03 22:30:00,0.0,28.33,28.33
2020-06-03 23:00:00,-20.14,0.0,-20.14
2020-06-03 23:30:00,-17.63,-0.0,-17.63
2020-06-04 00:00:00,-21.13,0.0,-21.13
2020-06-04 00:30:00,-18.92,-0.0,-18.92
2020-06-04 01:00:00,0.0,26.68,26.68
2020-06-04 01:30:00,0.0,26.68,26.68
2020-06-04 02:00:00,24.39,0.0,24.39
2020-06-04 02:30:00,-20.64,-0.0,-20.64
2020-06-04 03:00:00,-20.35,0.0,-20.35
2020-06-04 03:30:00,-20.0,0.0,-20.0
2020-06-04 04:00:00,0.0,24.77,24.77
2020-06-04 04:30:00,-0.0,24.77,24.77
2020-06-04 05:00:00,0.0,0.0,0.0
2020-06-04 05:30:00,-20.88,-0.0,-20.88
2020-06-04 06:00:00,-21.04,0.0,-21.04
2020-06-04 06:30:00,0.0,-0.0,0.0
2020-06-04 07:00:00,0.0,33.72,33.72
2020-06-04 07:30:00,0.0,33.72,33.72
2020-06-04 08:00:00,0.0,36.145,36.145
2020-06-04 08:30:00,-0.0,36.145,36.145
2020-06-04 09:00:00,-0.0,-28.755,-28.755
2020-06-04 09:30:00,-0.0,-28.755,-28.755
2020-06-04 10:00:00,-0.0,-29.725,-29.725
2020-06-04 10:30:00,-0.0,-29.725,-29.725
2020-06-04 11:00:00,32.33,0.0,32.33
2020-06-04 11:30:00,-32.18,0.0,-32.18
2020-06-04 12:00:00,0.0,32.875,32.875
2020-06-04 12:30:00,0.0,32.875,32.875
2020-06-04 13:00:00,0.0,-31.24,-31.24
2020-06-04 13:30:00,0.0,-31.24,-31.24
2020-06-04 14:00:00,0.0,37.14,37.14
2020-06-04 14:30:00,0.0,37.14,37.14
2020-06-04 15:00:00,-32.42,0.0,-32.42
2020-06-04 15:30:00,-32.76,-0.0,-32.76
2020-06-04 16:00:00,0.0,42.735,42.735
2020-06-04 16:30:00,0.0,42.735,42.735
2020-06-04 17:00:00,0.0,40.835,40.835
2020-06-04 17:30:00,0.0,40.835,40.835
2020-06-04 18:00:00,-32.88,0.0,-32.88
2020-06-04 18:30:00,-32.68,-0.0,-32.68
2020-06-04 19:00:00,0.0,38.675,38.675
2020-06-04 19:30:00,0.0,38.675,38.675
2020-06-04 20:00:00,-29.17,0.0,-29.17
2020-06-04 20:30:00,-29.05,-0.0,-29.05
2020-06-04 21:00:00,-28.07,0.0,-28.07
2020-06-04 21:30:00,-30.31,0.0,-30.31
2020-06-04 22:00:00,-0.0,36.11,36.11
2020-06-04 22:30:00,-0.0,36.11,36.11
2020-06-04 23:00:00,-0.0,32.19,32.19
2020-06-04 23:30:00,0.0,32.19,32.19
2020-06-05 00:00:00,-18.54,0.0,-18.54
2020-06-05 00:30:00,-17.41,-0.0,-17.41
2020-06-05 01:00:00,18.8,0.0,18.8
2020-06-05 01:30:00,-15.030000000000006,-0.0,-15.030000000000006
2020-06-05 02:00:00,0.0,21.725000000000005,21.725000000000005
2020-06-05 02:30:00,0.0,21.725000000000005,21.725000000000005
2020-06-05 03:00:00,-0.0,0.0,0.0
2020-06-05 03:30:00,-12.81,-0.0,-12.81
2020-06-05 04:00:00,-11.42,0.0,-11.42
2020-06-05 04:30:00,-11.92,-0.0,-11.92
2020-06-05 05:00:00,-13.65,0.0,-13.65
2020-06-05 05:30:00,0.0,-0.0,0.0
2020-06-05 06:00:00,-0.0,26.89,26.89
2020-06-05 06:30:00,-0.0,26.89,26.89
2020-06-05 07:00:00,0.0,27.78,27.78
2020-06-05 07:30:00,-0.0,27.78,27.78
2020-06-05 08:00:00,0.0,0.0,0.0
2020-06-05 08:30:00,0.0,-0.0,0.0
2020-06-05 09:00:00,0.0,0.0,0.0
2020-06-05 09:30:00,-0.0,0.0,0.0
2020-06-05 10:00:00,-0.0,0.0,0.0
2020-06-05 10:30:00,-0.0,0.0,0.0
2020-06-05 11:00:00,-5.59,0.0,-5.59
2020-06-05 11:30:00,6.66,0.0,6.66
2020-06-05 12:00:00,0.0,0.0,0.0
2020-06-05 12:30:00,-2.78,0.0,-2.78
2020-06-05 13:00:00,-3.03,0.0,-3.03
2020-06-05 13:30:00,-3.36,-0.0,-3.36
2020-06-05 14:00:00,4.37,0.0,4.37
2020-06-05 14:30:00,0.89,0.0,0.89
2020-06-05 15:00:00,0.99,0.0,0.99
2020-06-05 15:30:00,0.0,-0.0,0.0
2020-06-05 16:00:00,0.0,0.0,0.0
2020-06-05 16:30:00,0.0,-0.0,0.0
2020-06-05 17:00:00,0.0,32.53,32.53
2020-06-05 17:30:00,0.0,32.53,32.53
2020-06-05 18:00:00,0.0,33.38,33.38
2020-06-05 18:30:00,0.0,33.38,33.38
2020-06-05 19:00:00,-23.18,0.0,-23.18
2020-06-05 19:30:00,-20.69,-0.0,-20.69
2020-06-05 20:00:00,0.0,32.445,32.445
2020-06-05 20:30:00,0.0,32.445,32.445
2020-06-05 21:00:00,0.0,0.0,0.0
2020-06-05 21:30:00,-18.04,-0.0,-18.04
2020-06-05 22:00:00,29.46,0.0,29.46
2020-06-05 22:30:00,0.0,-0.0,0.0
2020-06-05 23:00:00,0.0,-0.0,0.0
2020-06-05 23:30:00,14.48,0.0,14.48
2020-06-06 00:00:00,18.9,-0.0,18.9
2020-06-06 00:30:00,15.56,0.0,15.56
2020-06-06 01:00:00,-0.0,-5.7725,-5.7725
2020-06-06 01:30:00,0.0,-5.7725,-5.7725
2020-06-06 02:00:00,0.0,-7.495,-7.495
2020-06-06 02:30:00,-0.0,-7.495,-7.495
2020-06-06 03:00:00,27.42,-0.0,27.42
2020-06-06 03:30:00,29.68,-0.0,29.68
2020-06-06 04:00:00,31.24,-0.0,31.24
2020-06-06 04:30:00,30.74,-0.0,30.74
2020-06-06 05:00:00,-0.0,-0.0,0.0
2020-06-06 05:30:00,-0.0,0.0,0.0
2020-06-06 06:00:00,-0.0,-1.205,-1.205
2020-06-06 06:30:00,0.0,-1.205,-1.205
2020-06-06 07:00:00,10.7,-0.0,10.7
2020-06-06 07:30:00,-3.46,-0.0,-3.46
2020-06-06 08:00:00,7.29,-0.0,7.29
2020-06-06 08:30:00,-3.98,-0.0,-3.98
2020-06-06 09:00:00,7.82,-0.0,7.82
2020-06-06 09:30:00,5.25,-0.0,5.25
2020-06-06 10:00:00,-0.0,-0.42,-0.42
2020-06-06 10:30:00,0.0,-0.42,-0.42
2020-06-06 11:00:00,0.0,5.045,5.045
2020-06-06 11:30:00,0.0,5.045,5.045
2020-06-06 12:00:00,-2.22,-0.0,-2.22
2020-06-06 12:30:00,-2.61,0.0,-2.61
2020-06-06 13:00:00,0.0,3.465,3.465
2020-06-06 13:30:00,0.0,3.465,3.465
2020-06-06 14:00:00,0.0,0.0,0.0
2020-06-06 14:30:00,0.0,-0.0,0.0
2020-06-06 15:00:00,0.0,0.0,0.0
2020-06-06 15:30:00,0.0,-0.0,0.0
2020-06-06 16:00:00,0.0,43.365,43.365
2020-06-06 16:30:00,0.0,43.365,43.365
2020-06-06 17:00:00,-35.57,0.0,-35.57
2020-06-06 17:30:00,-37.86,-0.0,-37.86
2020-06-06 18:00:00,0.0,49.765,49.765
2020-06-06 18:30:00,0.0,49.765,49.765
2020-06-06 19:00:00,0.0,43.81,43.81
2020-06-06 19:30:00,0.0,43.81,43.81
2020-06-06 20:00:00,0.0,0.0,0.0
2020-06-06 20:30:00,-31.51,-0.0,-31.51
2020-06-06 21:00:00,0.0,16.5075,16.5075
2020-06-06 21:30:00,0.0,16.5075,16.5075
2020-06-06 22:00:00,-31.39,0.0,-31.39
2020-06-06 22:30:00,-27.14,-0.0,-27.14
2020-06-06 23:00:00,-0.0,31.51,31.51
2020-06-06 23:30:00,0.0,31.51,31.51
2020-06-07 00:00:00,-18.32,0.0,-18.32
2020-06-07 00:30:00,-18.68,-0.0,-18.68
2020-06-07 01:00:00,0.0,19.325,19.325
2020-06-07 01:30:00,0.0,19.325,19.325
2020-06-07 02:00:00,-7.52,0.0,-7.52
2020-06-07 02:30:00,-7.18,-0.0,-7.18
2020-06-07 03:00:00,-8.75,0.0,-8.75
2020-06-07 03:30:00,-7.55,-0.0,-7.55
2020-06-07 04:00:00,0.0,17.64,17.64
2020-06-07 04:30:00,0.0,17.64,17.64
2020-06-07 05:00:00,-13.73,0.0,-13.73
2020-06-07 05:30:00,-15.97,-0.0,-15.97
2020-06-07 06:00:00,-0.0,31.17,31.17
2020-06-07 06:30:00,-0.0,31.17,31.17
2020-06-07 07:00:00,-13.27,0.0,-13.27
2020-06-07 07:30:00,-13.66,0.0,-13.66
2020-06-07 08:00:00,0.0,0.0,0.0
2020-06-07 08:30:00,0.0,-0.0,0.0
2020-06-07 09:00:00,26.29,0.0,26.29
2020-06-07 09:30:00,-24.71,0.0,-24.71
2020-06-07 10:00:00,-0.0,0.0,0.0
2020-06-07 10:30:00,-0.0,0.0,0.0
2020-06-07 11:00:00,31.37,0.0,31.37
2020-06-07 11:30:00,-31.14,0.0,-31.14
2020-06-07 12:00:00,31.16,0.0,31.16
2020-06-07 12:30:00,31.93,0.0,31.93
2020-06-07 13:00:00,-0.0,-30.04,-30.04
2020-06-07 13:30:00,-0.0,-30.04,-30.04
2020-06-07 14:00:00,35.18,0.0,35.18
2020-06-07 14:30:00,-35.1,0.0,-35.1
2020-06-07 15:00:00,0.0,45.57,45.57
2020-06-07 15:30:00,0.0,45.57,45.57
2020-06-07 16:00:00,-37.93,0.0,-37.93
2020-06-07 16:30:00,-38.07,-0.0,-38.07
2020-06-07 17:00:00,0.0,47.275,47.275
2020-06-07 17:30:00,0.0,47.275,47.275
2020-06-07 18:00:00,0.0,47.345,47.345
2020-06-07 18:30:00,0.0,47.345,47.345
2020-06-07 19:00:00,-37.49,0.0,-37.49
2020-06-07 19:30:00,-37.06,-0.0,-37.06
2020-06-07 20:00:00,0.0,40.405,40.405
2020-06-07 20:30:00,0.0,40.405,40.405
2020-06-07 21:00:00,0.0,0.0,0.0
2020-06-07 21:30:00,0.0,-0.0,0.0
2020-06-07 22:00:00,-21.66,0.0,-21.66
2020-06-07 22:30:00,-21.11,0.0,-21.11
2020-06-07 23:00:00,-21.95,0.0,-21.95
2020-06-07 23:30:00,-21.76,0.0,-21.76
2020-06-08 00:00:00,0.0,28.42,28.42
2020-06-08 00:30:00,0.0,28.42,28.42
2020-06-08 01:00:00,0.0,28.0,28.0
2020-06-08 01:30:00,0.0,28.0,28.0
2020-06-08 02:00:00,-20.52,0.0,-20.52
2020-06-08 02:30:00,-19.34,0.0,-19.34
2020-06-08 03:00:00,-22.62,0.0,-22.62
2020-06-08 03:30:00,-25.97,-0.0,-25.97
2020-06-08 04:00:00,32.37,0.0,32.37
2020-06-08 04:30:00,-25.59,0.0,-25.59
2020-06-08 05:00:00,32.28,0.0,32.28
2020-06-08 05:30:00,-27.45,-0.0,-27.45
2020-06-08 06:00:00,0.0,0.0,0.0
2020-06-08 06:30:00,36.89,-0.0,36.89
2020-06-08 07:00:00,-34.02,0.0,-34.02
2020-06-08 07:30:00,-0.0,-0.0,0.0
2020-06-08 08:00:00,0.0,40.82,40.82
2020-06-08 08:30:00,-0.0,40.82,40.82
2020-06-08 09:00:00,-0.0,39.42,39.42
2020-06-08 09:30:00,0.0,39.42,39.42
2020-06-08 10:00:00,0.0,-32.74,-32.74
2020-06-08 10:30:00,-0.0,-32.74,-32.74
2020-06-08 11:00:00,-0.0,-34.615,-34.615
2020-06-08 11:30:00,-0.0,-34.615,-34.615
2020-06-08 12:00:00,38.53,0.0,38.53
2020-06-08 12:30:00,37.03,0.0,37.03
2020-06-08 13:00:00,35.46999999999998,0.0,35.46999999999998
2020-06-08 13:30:00,-32.15,0.0,-32.15
2020-06-08 14:00:00,0.0,-29.755,-29.755
2020-06-08 14:30:00,0.0,-29.755,-29.755
2020-06-08 15:00:00,0.0,41.71,41.71
2020-06-08 15:30:00,0.0,41.71,41.71
2020-06-08 16:00:00,0.0,44.645,44.645
2020-06-08 16:30:00,0.0,44.645,44.645
2020-06-08 17:00:00,-36.29,0.0,-36.29
2020-06-08 17:30:00,-37.17,-0.0,-37.17
2020-06-08 18:00:00,-36.85,0.0,-36.85
2020-06-08 18:30:00,-35.28,0.0,-35.28
2020-06-08 19:00:00,0.0,46.965,46.965
2020-06-08 19:30:00,0.0,46.965,46.965
2020-06-08 20:00:00,0.0,41.275,41.275
2020-06-08 20:30:00,0.0,41.275,41.275
2020-06-08 21:00:00,-26.84,0.0,-26.84
2020-06-08 21:30:00,-25.16,0.0,-25.16
2020-06-08 22:00:00,-26.97,0.0,-26.97
2020-06-08 22:30:00,-25.85,0.0,-25.85
2020-06-08 23:00:00,-0.0,15.517499999998995,15.517499999998995
2020-06-08 23:30:00,0.0,15.517499999998995,15.517499999998995
2020-06-09 00:00:00,0.0,32.22499999999961,32.22499999999961
2020-06-09 00:30:00,-3.683275906496419e-13,32.22499999999961,32.22499999999924
2020-06-09 01:00:00,-29.49,0.0,-29.49
2020-06-09 01:30:00,-27.54,-0.0,-27.54
2020-06-09 02:00:00,2.350729734550409e-12,33.43000000000249,33.43000000000484
2020-06-09 02:30:00,2.028847346514416e-12,33.43000000000249,33.43000000000452
2020-06-09 03:00:00,-28.150000000001462,-1.8076410973693748e-12,-28.15000000000327
2020-06-09 03:30:00,-28.49000000000148,-1.8076410973693748e-12,-28.49000000000329
2020-06-09 04:00:00,-0.0,35.2,35.2
2020-06-09 04:30:00,0.0,35.2,35.2
2020-06-09 05:00:00,-24.82,0.0,-24.82
2020-06-09 05:30:00,-27.26,0.0,-27.26
2020-06-09 06:00:00,-27.64,0.0,-27.64
2020-06-09 06:30:00,33.1,0.0,33.1
2020-06-09 07:00:00,-0.0,36.875,36.875
2020-06-09 07:30:00,-0.0,36.875,36.875
2020-06-09 08:00:00,33.55,0.0,33.55
2020-06-09 08:30:00,-32.69,0.0,-32.69
2020-06-09 09:00:00,33.73,0.0,33.73
2020-06-09 09:30:00,0.0,0.0,0.0
2020-06-09 10:00:00,-20.09,0.0,-20.09
2020-06-09 10:30:00,-25.96,0.0,-25.96
2020-06-09 11:00:00,0.0,-22.16,-22.16
2020-06-09 11:30:00,0.0,-22.16,-22.16
2020-06-09 12:00:00,-0.0,27.45,27.45
2020-06-09 12:30:00,0.0,27.45,27.45
2020-06-09 13:00:00,0.0,-20.97,-20.97
2020-06-09 13:30:00,0.0,-20.97,-20.97
2020-06-09 14:00:00,0.0,0.0,0.0
2020-06-09 14:30:00,0.0,-0.0,0.0
2020-06-09 15:00:00,0.0,36.42,36.42
2020-06-09 15:30:00,0.0,36.42,36.42
2020-06-09 16:00:00,-24.97,0.0,-24.97
2020-06-09 16:30:00,-25.85,-0.0,-25.85
2020-06-09 17:00:00,0.0,36.915,36.915
2020-06-09 17:30:00,0.0,36.915,36.915
2020-06-09 18:00:00,0.0,42.015,42.015
2020-06-09 18:30:00,0.0,42.015,42.015
2020-06-09 19:00:00,-31.45,0.0,-31.45
2020-06-09 19:30:00,-29.72,-0.0,-29.72
2020-06-09 20:00:00,0.0,38.45,38.45
2020-06-09 20:30:00,0.0,38.45,38.45
2020-06-09 21:00:00,-30.86,0.0,-30.86
2020-06-09 21:30:00,-27.86,-0.0,-27.86
2020-06-09 22:00:00,0.0,33.535,33.535
2020-06-09 22:30:00,-0.0,33.535,33.535
2020-06-09 23:00:00,0.0,0.0,0.0
2020-06-09 23:30:00,0.0,-0.0,0.0
2020-06-10 00:00:00,-22.93,0.0,-22.93
2020-06-10 00:30:00,-22.9,-0.0,-22.9
2020-06-10 01:00:00,0.0,27.15,27.15
2020-06-10 01:30:00,0.0,27.15,27.15
2020-06-10 02:00:00,-21.54,0.0,-21.54
2020-06-10 02:30:00,-20.62,0.0,-20.62
2020-06-10 03:00:00,-22.780000000000005,0.0,-22.780000000000005
2020-06-10 03:30:00,-21.57,-0.0,-21.57
2020-06-10 04:00:00,30.28,0.0,30.28
2020-06-10 04:30:00,-22.98,0.0,-22.98
2020-06-10 05:00:00,-0.0,29.435,29.435
2020-06-10 05:30:00,0.0,29.435,29.435
2020-06-10 06:00:00,-20.08,0.0,-20.08
2020-06-10 06:30:00,29.9,0.0,29.9
2020-06-10 07:00:00,-22.16,0.0,-22.16
2020-06-10 07:30:00,-28.05,-0.0,-28.05
2020-06-10 08:00:00,31.94,0.0,31.94
2020-06-10 08:30:00,31.4,0.0,31.4
2020-06-10 09:00:00,-0.0,-28.865,-28.865
2020-06-10 09:30:00,-0.0,-28.865,-28.865
2020-06-10 10:00:00,31.93,0.0,31.93
2020-06-10 10:30:00,33.39,-0.0,33.39
2020-06-10 11:00:00,32.72,0.0,32.72
2020-06-10 11:30:00,-0.0,-0.0,0.0
2020-06-10 12:00:00,32.98,0.0,32.98
2020-06-10 12:30:00,-30.2,0.0,-30.2
2020-06-10 13:00:00,32.1,0.0,32.1
2020-06-10 13:30:00,-28.11,0.0,-28.11
2020-06-10 14:00:00,-26.03,0.0,-26.03
2020-06-10 14:30:00,-28.3,0.0,-28.3
2020-06-10 15:00:00,-29.28,0.0,-29.28
2020-06-10 15:30:00,0.0,-0.0,0.0
2020-06-10 16:00:00,0.0,39.7,39.7
2020-06-10 16:30:00,0.0,39.7,39.7
2020-06-10 17:00:00,0.0,41.99,41.99
2020-06-10 17:30:00,0.0,41.99,41.99
2020-06-10 18:00:00,-27.87,0.0,-27.87
2020-06-10 18:30:00,-26.24,-0.0,-26.24
2020-06-10 19:00:00,0.0,35.805,35.805
2020-06-10 19:30:00,0.0,35.805,35.805
2020-06-10 20:00:00,-24.18,0.0,-24.18
2020-06-10 20:30:00,25.75,-0.0,25.75
2020-06-10 21:00:00,-22.24,0.0,-22.24
2020-06-10 21:30:00,0.0,-0.0,0.0
2020-06-10 22:00:00,-19.7,0.0,-19.7
2020-06-10 22:30:00,-21.57,-0.0,-21.57
2020-06-10 23:00:00,25.43,0.0,25.43
2020-06-10 23:30:00,-19.46,0.0,-19.46
2020-06-11 00:00:00,0.0,24.63,24.63
2020-06-11 00:30:00,0.0,24.63,24.63
2020-06-11 01:00:00,23.77,0.0,23.77
2020-06-11 01:30:00,-17.97,-0.0,-17.97
2020-06-11 02:00:00,-16.22,0.0,-16.22
2020-06-11 02:30:00,-10.0,0.0,-10.0
2020-06-11 03:00:00,0.0,22.24,22.24
2020-06-11 03:30:00,0.0,22.24,22.24
2020-06-11 04:00:00,-12.42,0.0,-12.42
2020-06-11 04:30:00,-13.23,0.0,-13.23
2020-06-11 05:00:00,-10.5,0.0,-10.5
2020-06-11 05:30:00,23.95,0.0,23.95
2020-06-11 06:00:00,-19.22,0.0,-19.22
2020-06-11 06:30:00,29.13,-0.0,29.13
2020-06-11 07:00:00,-28.31,0.0,-28.31
2020-06-11 07:30:00,0.0,-0.0,0.0
2020-06-11 08:00:00,0.0,32.055,32.055
2020-06-11 08:30:00,0.0,32.055,32.055
2020-06-11 09:00:00,-0.0,-30.505,-30.505
2020-06-11 09:30:00,-0.0,-30.505,-30.505
2020-06-11 10:00:00,33.1,0.0,33.1
2020-06-11 10:30:00,33.22,0.0,33.22
2020-06-11 11:00:00,33.27,0.0,33.27
2020-06-11 11:30:00,32.99,0.0,32.99
2020-06-11 12:00:00,-0.0,0.0,0.0
2020-06-11 12:30:00,-0.0,0.0,0.0
2020-06-11 13:00:00,0.0,-23.75,-23.75
2020-06-11 13:30:00,0.0,-23.75,-23.75
2020-06-11 14:00:00,-28.51,0.0,-28.51
2020-06-11 14:30:00,-29.07,0.0,-29.07
2020-06-11 15:00:00,0.0,37.209999999999965,37.209999999999965
2020-06-11 15:30:00,0.0,37.209999999999965,37.209999999999965
2020-06-11 16:00:00,-35.38,0.0,-35.38
2020-06-11 16:30:00,-35.58,-0.0,-35.58
2020-06-11 17:00:00,0.0,46.42000000000002,46.42000000000002
2020-06-11 17:30:00,0.0,46.42000000000002,46.42000000000002
2020-06-11 18:00:00,0.0,46.045,46.045
2020-06-11 18:30:00,0.0,46.045,46.045
2020-06-11 19:00:00,-36.99,0.0,-36.99
2020-06-11 19:30:00,-36.91,-0.0,-36.91
2020-06-11 20:00:00,0.0,47.415,47.415
2020-06-11 20:30:00,0.0,47.415,47.415
2020-06-11 21:00:00,0.0,0.0,0.0
